Player,Position,Appearances,Club ID,Player ID,Team Name,interceptions_per_90_overall,aerial_duels_won_per_90_overall,duels_won_per_90_overall,conceded_per_90_overall,pass_completion_rate_overall,cards_per_90_overall,fouls_committed_per_90_overall,dribbled_past_per_90_overall,dispossesed_per_90_overall,goals_per_90_overall,key_passes_per_90_overall,assists_per_90_overall,dribbles_successful_per_90_overall,tackles_per_90_overall,Team Possession,Composite_Score
Jean-Ricner Bellegarde,Midfielder,21,223,19239,Wolverhampton Wanderers,0.30000000000000004,0.08743169398907102,0.34912891986062716,-0.6450511945392491,0.8925777119898499,-0.2844036697247706,-0.46291560102301793,-0.05370843989769821,-0.38107416879795397,0.15384615384615385,0.3565459610027855,0.3818181818181818,0.13312693498452013,0.2116564417177914,47,2.1873067506334074
Mohammed Kudus,"Attacking midfielder, Right winger",18,153,183527,West Ham United,0.052000000000000005,0.07103825136612021,0.4905923344947735,-0.6416382252559726,0.9461831253964896,-0.11009174311926605,-0.2966751918158568,-0.1815856777493606,-0.8925831202046037,0.2769230769230769,0.3426183844011142,0.10909090909090909,1.0,0.2285276073619632,47,2.155230663187227
Flynn Downes,Defensive midfielder,18,146,7692,Southampton,0.5,0.18852459016393439,0.3191637630662021,-0.6621160409556314,0.9606682173821104,-0.5137614678899083,-0.5933503836317136,-0.24040920716112532,-0.22506393861892585,0.0923076923076923,0.20891364902506965,0.0,0.018575851393188854,0.3266871165644172,52,2.113061088982647
Harry Winks,Central midfielder,18,108,3298,Leicester City,0.196,0.09562841530054643,0.18118466898954705,-0.5597269624573378,0.9475576231761472,-0.2385321100917431,-0.12531969309462915,-0.17902813299232737,-0.10741687979539642,0.0,0.233983286908078,0.23636363636363636,0.043343653250774,0.19478527607361965,45,2.104184912829431
Jack Taylor,Unknown,17,220,10150,Ipswich Town,0.37200000000000005,0.3169398907103825,0.2738675958188153,-0.23549488054607504,0.8942694015648128,-0.6330275229357797,-0.5319693094629157,-0.2966751918158568,-0.1764705882352941,0.3538461538461538,0.3231197771587744,0.0,0.14241486068111456,0.2837423312883436,40,2.0363858343829158
Lucas Paquetá,"Attacking midfielder, /, Winger",22,153,24305,West Ham United,0.26,0.41803278688524587,0.4278745644599303,-0.6860068259385664,0.8235356312116726,-0.30275229357798167,-0.43734015345268545,-0.2276214833759591,-0.5421994884910487,0.3384615384615384,0.37883008356545966,0.0,0.10835913312693499,0.39877300613496935,47,1.9337439057625074
Sam Morsy,Defensive midfielder,21,220,7261,Ipswich Town,0.376,0.12841530054644806,0.29825783972125436,-0.6450511945392491,0.9371960245294988,-0.3211009174311926,-0.4936061381074169,-0.319693094629156,-0.0792838874680307,0.07692307692307693,0.18941504178272983,0.09090909090909091,0.16099071207430343,0.36042944785276076,40,1.8550618813339907
Abdoulaye Doucouré,Central midfielder,20,144,4201,Everton,0.164,0.2923497267759563,0.25156794425087103,-0.34470989761092147,0.8854937618946923,-0.10091743119266054,-0.46803069053708446,-0.1815856777493606,-0.25831202046035806,0.0,0.2646239554317549,0.0,0.21981424148606812,0.26380368098159507,40,1.778006567010924
Fabio Carvalho,Unknown,16,218,142393,Brentford,0.256,0.1174863387978142,0.4041811846689895,-0.6587030716723549,0.7982660181856629,-0.19266055045871558,-0.2736572890025576,-0.38363171355498726,-0.4398976982097187,0.32307692307692304,0.17827298050139276,0.3818181818181818,0.06501547987616099,0.4279141104294479,48,1.6983542275566998
Joseph Willock,Midfielder,20,157,123391,Newcastle United,0.188,0.04371584699453551,0.3365853658536585,-0.20819112627986347,0.8998731232818777,-0.2844036697247706,-0.43734015345268545,-0.2378516624040921,-0.5575447570332481,0.0,0.520891364902507,0.2727272727272727,0.19195046439628485,0.38190184049079756,51,1.6955441198665722
Andreas Pereira,Attacking midfielder,20,162,468588,Fulham,0.144,0.1967213114754098,0.20905923344947736,-0.4368600682593856,0.8207866356523578,-0.39449541284403666,-0.2736572890025576,-0.38363171355498726,-0.20204603580562663,0.2153846153846154,0.7186629526462396,0.1272727272727273,0.13312693498452013,0.13190184049079753,53,1.6292470165476072
Jesper Lindstrøm,Winger,18,144,185742,Everton,0.392,0.133879781420765,0.3665505226480836,-0.3481228668941979,0.8151829139352929,-0.10091743119266054,-0.12531969309462915,-0.7493606138107418,-0.4066496163682865,0.0,0.5459610027855153,0.0,0.2260061919504644,0.5245398773006135,40,1.3881734606217404
Facundo Buonanotte,"Attacking midfielder, winger",20,108,758360,Leicester City,0.284,0.17213114754098358,0.5198606271777003,-0.6177474402730375,0.8348488052442377,-0.4311926605504587,-0.46803069053708446,-0.8107416879795397,-0.5268542199488492,0.4769230769230769,0.48746518105849584,0.2909090909090909,0.5170278637770898,0.47546012269938653,45,1.3317756905711406
Daichi Kamada,"Attacking midfielder, forward",19,143,38873,Crystal Palace,0.544,0.05737704918032786,0.32752613240418116,-0.5290102389078498,0.8743920490589977,-0.37614678899082565,-0.5345268542199488,-0.45268542199488493,-0.319693094629156,0.0,0.37883008356545966,0.0,0.13003095975232198,0.4325153374233129,44,1.273139896750127
Kalvin Phillips,Defensive midfielder,13,220,7460,Ipswich Town,0.42000000000000004,0.2540983606557377,0.381184668989547,-0.6757679180887372,0.8521886233876083,-0.2844036697247706,-0.5959079283887468,-0.41687979539641945,-0.17902813299232737,0.0,0.06406685236768803,0.0,0.1455108359133127,0.37423312883435583,40,1.1495674742336464
Will Hughes,Central midfielder,20,143,7274,Crystal Palace,0.23199999999999998,0.17759562841530052,0.37700348432055747,-0.41638225255972694,0.8821103827447664,-0.4311926605504587,-0.7186700767263428,-0.4603580562659847,-0.25831202046035806,0.0,0.4623955431754875,0.36363636363636365,0.043343653250774,0.5199386503067485,44,1.1140671620377824
João Gomes,Unknown,22,223,681850,Wolverhampton Wanderers,0.32000000000000006,0.1092896174863388,0.4160278745644599,-0.7269624573378839,0.8980757031084795,-0.35779816513761464,-0.6291560102301791,-0.5268542199488492,-0.34526854219948855,0.15384615384615385,0.20891364902506965,0.09090909090909091,0.21671826625386997,0.553680981595092,47,1.0589139897673716
Dango Ouattara,"Winger, /, wing-back",20,148,732526,AFC Bournemouth,0.0,0.0,0.0,-0.24232081911262796,0.0,-0.07339449541284403,-0.0,-0.0,-0.0,0.723076923076923,0.0,0.5636363636363636,0.0,0.0,46,0.9709979721878146
Omari Giraud-Hutchinson,"Winger, attacking midfielder",21,220,680366,Ipswich Town,0.128,0.10109289617486338,0.3198606271777003,-0.6552901023890784,0.8792556565870162,-0.1834862385321101,-0.2557544757033248,-0.309462915601023,-0.6061381074168799,0.15384615384615385,0.2646239554317549,0.09090909090909091,0.5386996904024768,0.16257668711656442,40,0.7853755297471499
Samuel Szmodics,"Attacking midfielder, forward",18,220,9206,Ipswich Town,0.22000000000000003,0.15027322404371585,0.20975609756097557,-0.5290102389078498,0.8077817720448298,-0.16513761467889906,-0.20971867007672634,-0.3964194373401535,-0.3964194373401535,0.5692307692307692,0.10027855153203342,0.0,0.11145510835913314,0.21012269938650308,40,0.6840386650417842
Ethan Nwaneri,Right winger,13,59,721731,Arsenal,0.0,0.0,0.0,-0.1092150170648464,0.0,-0.2935779816513761,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,55,0.5972070012837775
Carlos Soler,Midfielder,18,153,471720,West Ham United,0.128,0.14754098360655737,0.2013937282229965,-0.5699658703071672,0.9257771198984986,-0.4495412844036697,-0.4936061381074169,-0.3273657289002558,-0.2736572890025576,0.15384615384615385,0.26740947075208915,0.18181818181818182,0.1671826625386997,0.13190184049079753,47,0.4511526275813751
Murillo Santiago,Unknown,22,211,814412,Nottingham Forest,0.0,0.0,0.0,-0.39249146757679176,0.0,-0.16513761467889906,-0.0,-0.0,-0.0,0.07692307692307693,0.0,0.0,0.0,0.0,40,-0.48070600533261393
Carlos Baleba,Midfielder,20,209,763520,Brighton & Hove Albion,0.0,0.0,0.0,-0.4027303754266211,0.0,-0.37614678899082565,-0.0,-0.0,-0.0,0.1846153846153846,0.0,0.10909090909090909,0.0,0.0,53,-0.4851708707111531
Kobbie Mainoo,Midfielder,17,149,685896,Manchester United,0.0,0.0,0.0,-0.4539249146757679,0.0,-0.33944954128440363,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,53,-0.7933744559601715
Tyler Obling,Unknown,20,146,709290,Southampton,0.0,0.0,0.0,-0.7235494880546075,0.0,-0.40366972477064217,-0.0,-0.0,-0.0,0.23076923076923073,0.0,0.0,0.0,0.0,52,-0.8964499820560189
André,Unknown,18,223,672665,Wolverhampton Wanderers,0.0,0.0,0.0,-0.7508532423208191,0.0,-0.20183486238532108,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,47,-0.9526881047061402
Lucas Bergvall,Midfielder,16,92,748909,Tottenham Hotspur,0.0,0.0,0.0,-0.6655290102389078,0.0,-0.4495412844036697,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,58,-1.1150702946425775
Jaden Philogene,Winger,13,158,200192,Aston Villa,0.0,0.0,0.0,-0.6416382252559726,0.0,-0.7706422018348623,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,50,-1.412280427090835
Emi Buendía,"Attacking midfielder, left winger",12,158,10852,Aston Villa,0.0,0.0,0.9999999999999999,-0.0,0.8614929160499049,-0.944954128440367,-1.0,-1.0,-1.0,0.0,0.36211699164345407,0.0,0.0,1.0,50,-1.859851304697104
